api,library,usage
org.mockito.internal.util.reflection.Whitebox,Mockito,0.80
org.mockito.internal.stubbing.answers.ThrowsException,Mockito,0.64
org.mockito.internal.util.MockUtil,Mockito,0.47
org.mockito.internal.verification.VerificationModeFactory,Mockito,0.45
org.mockito.internal.verification.Times,Mockito,0.42
org.mockito.internal.matchers.GreaterThan,Mockito,0.41
org.mockito.internal.verification.VerificationModeFactory.times,Mockito,0.26
org.mockito.internal.stubbing.answers.CallsRealMethods,Mockito,0.24
org.mockito.internal.matchers.Equals,Mockito,0.22
org.mockito.internal.stubbing.answers.Returns,Mockito,0.22
org.mockito.internal.invocation.InvocationMatcher,Mockito,0.20
org.mockito.internal.matchers.Any,Mockito,0.20
org.mockito.internal.matchers.ArrayEquals,Mockito,0.20
org.mockito.internal.matchers.VarargMatcher,Mockito,0.19
org.mockito.internal.verification.api.VerificationData,Mockito,0.19
org.mockito.internal.util.reflection.FieldSetter,Mockito,0.18
org.mockito.internal.creation.MockSettingsImpl,Mockito,0.16
org.mockito.internal.creation.jmock.ClassImposterizer,Mockito,0.16
org.mockito.internal.invocation.Invocation,Mockito,0.16
org.mockito.internal.invocation.InvocationsFinder,Mockito,0.16
org.mockito.internal.matchers.apachecommons.ReflectionEquals,Mockito,0.16
org.mockito.internal.progress.MockingProgress,Mockito,0.16
org.mockito.internal.runners.util.FrameworkUsageValidator,Mockito,0.16
org.mockito.internal.util.ObjectMethodsGuru,Mockito,0.16
org.mockito.internal.verification.api.VerificationMode,Mockito,0.16
org.mockito.internal.progress.ThreadSafeMockingProgress,Mockito,0.15
org.mockito.internal.stubbing.answers.DoesNothing,Mockito,0.15
org.mockito.internal.invocation.MockitoMethod,Mockito,0.14
org.mockito.internal.invocation.realmethod.RealMethod,Mockito,0.14
org.mockito.internal.util.RemoveFirstLine,Mockito,0.14
org.mockito.internal.configuration.InjectingAnnotationEngine,Mockito,0.12
org.mockito.internal.debugging.Location,Mockito,0.12
org.mockito.internal.matchers.GreaterOrEqual,Mockito,0.12
org.mockito.internal.matchers.InstanceOf,Mockito,0.12
org.mockito.internal.matchers.LessOrEqual,Mockito,0.12
org.mockito.internal.progress.HandyReturnValues,Mockito,0.12
org.mockito.internal.progress.SequenceNumber,Mockito,0.12
org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,Mockito,0.12
org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues,Mockito,0.12
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks,Mockito,0.12
org.mockito.internal.stubbing.defaultanswers.ReturnsMoreEmptyValues,Mockito,0.12
org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls,Mockito,0.12
org.mockito.internal.util.MockCreationValidator,Mockito,0.12
org.mockito.internal.util.StringJoiner.join,Mockito,0.12
org.mockito.internal.util.reflection.FieldReader,Mockito,0.12
org.mockito.internal.InOrderImpl,Mockito,0.11
org.mockito.internal.configuration.injection.scanner.InjectMocksScanner,Mockito,0.11
org.mockito.internal.configuration.injection.scanner.MockScanner,Mockito,0.11
org.mockito.internal.creation.DelegatingMethod,Mockito,0.11
org.mockito.internal.invocation.InvocationMarker,Mockito,0.11
org.openqa.selenium.internal.Locatable,Selenium OpenQA,2.72
org.openqa.selenium.firefox.internal.ProfilesIni,Selenium OpenQA,2.32
org.openqa.selenium.interactions.internal.Coordinates,Selenium OpenQA,1.68
org.openqa.selenium.internal.WrapsDriver,Selenium OpenQA,1.40
org.openqa.selenium.internal.WrapsElement,Selenium OpenQA,1.32
org.openqa.selenium.internal.FindsByXPath,Selenium OpenQA,1.20
org.openqa.selenium.internal.FindsById,Selenium OpenQA,1.12
org.openqa.selenium.internal.FindsByClassName,Selenium OpenQA,1.04
org.openqa.selenium.internal.Base64Encoder,Selenium OpenQA,0.92
org.openqa.selenium.internal.FindsByCssSelector,Selenium OpenQA,0.84
org.openqa.selenium.internal.FindsByLinkText,Selenium OpenQA,0.84
org.openqa.selenium.internal.FindsByName,Selenium OpenQA,0.80
org.openqa.selenium.internal.FindsByTagName,Selenium OpenQA,0.80
org.openqa.selenium.support.pagefactory.internal.LocatingElementHandler,Selenium OpenQA,0.80
org.openqa.selenium.internal.seleniumemulation.JavascriptLibrary,Selenium OpenQA,0.76
org.openqa.grid.internal.Registry,Selenium OpenQA,0.68
org.openqa.selenium.internal.selenesedriver.FindElement,Selenium OpenQA,0.68
org.openqa.selenium.internal.seleniumemulation.IsElementPresent,Selenium OpenQA,0.68
org.openqa.selenium.internal.seleniumemulation.WaitForPageToLoad,Selenium OpenQA,0.68
org.openqa.grid.internal.TestSlot,Selenium OpenQA,0.60
org.openqa.selenium.internal.selenesedriver.GetTitle,Selenium OpenQA,0.60
org.openqa.selenium.internal.selenesedriver.SendKeys,Selenium OpenQA,0.60
org.openqa.selenium.remote.internal.JsonToWebElementConverter,Selenium OpenQA,0.60
org.openqa.selenium.remote.internal.WebElementToJsonConverter,Selenium OpenQA,0.60
org.openqa.grid.internal.RemoteProxy,Selenium OpenQA,0.56
org.openqa.grid.internal.TestSession,Selenium OpenQA,0.56
org.openqa.grid.internal.utils.GridHubConfiguration,Selenium OpenQA,0.56
org.openqa.grid.internal.utils.HtmlRenderer,Selenium OpenQA,0.56
org.openqa.selenium.firefox.internal.Executable,Selenium OpenQA,0.56
org.openqa.selenium.firefox.internal.Streams,Selenium OpenQA,0.56
org.openqa.selenium.internal.selenesedriver.ClickElement,Selenium OpenQA,0.56
org.openqa.selenium.internal.selenesedriver.GetPageSource,Selenium OpenQA,0.56
org.openqa.selenium.internal.selenesedriver.IsElementDisplayed,Selenium OpenQA,0.56
org.openqa.selenium.internal.selenesedriver.QuitSelenium,Selenium OpenQA,0.56
org.openqa.selenium.internal.selenesedriver.TakeScreenshot,Selenium OpenQA,0.56
org.openqa.selenium.internal.selenesedriver.ClearElement,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.ExecuteScript,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.GetCurrentUrl,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.GetElementAttribute,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.GetElementText,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.GetElementValue,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.GetTagName,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.GetUrl,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.IsElementEnabled,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.IsElementSelected,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.NewSession,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.SeleneseFunction,Selenium OpenQA,0.52
org.openqa.selenium.internal.selenesedriver.SubmitElement,Selenium OpenQA,0.52
org.openqa.selenium.internal.seleniumemulation.WaitForCondition,Selenium OpenQA,0.52
org.openqa.selenium.remote.internal.CircularOutputStream,Selenium OpenQA,0.52	
